Name,Date,Time,Item,Item_Description,Packed,Quantity,Sold,UnitPrice,Profit
Matthew's Pan Shop,2025-07-23,01:16:08,Sweets,Local,No,12,11,20.98,38.65
Robert's Pan Shop,2025-08-01,03:34:49,Chewing Gum,Domestic,Yes,53,7,41.72,108.99
Manbir's Pan Shop,2025-07-29,09:22:35,Mysorepak,Local,No,96,3,29.87,12.97
Hemani's Pan Shop,2025-07-31,13:51:39,Cigarettes,International,Yes,19,10,50.0,141.16
Pranav's Pan Shop,2025-08-01,05:28:48,Drinks,International,Yes,94,89,48.65,516.11
Turvi's Pan Shop,2025-07-21,18:34:06,Match Boxes,Local,No,35,34,7.53,70.11
Inaya's Pan Shop,2025-07-19,15:15:10,Jelly,Local,No,41,21,8.27,37.0
Janya's Pan Shop,2025-07-21,02:33:56,Chocolates,International,Yes,69,15,56.25,221.67
Qabil's Pan Shop,2025-08-02,14:42:04,Lighters,Local,Yes,16,4,24.29,25.69
Joshua's Pan Shop,2025-07-13,00:16:40,Jelly,Local,No,8,2,45.64,36.37
Nathaniel's Pan Shop,2025-08-01,23:30:07,Jelly,Local,No,5,5,21.29,23.52
Triveni's Pan Shop,2025-08-09,16:49:04,Chewing Gum,Domestic,Yes,60,11,43.97,78.25
Ganga's Pan Shop,2025-07-26,23:13:57,Soda,International,Yes,34,9,15.86,32.87
Ranveer's Pan Shop,2025-08-02,20:08:24,Sweets,Local,No,76,61,2.36,38.86
Ikshita's Pan Shop,2025-07-31,22:52:02,Drinks,International,Yes,57,51,35.58,641.98
Robert's Pan Shop,2025-08-06,14:02:56,Soda,International,Yes,74,12,29.09,41.2
Saksham's Pan Shop,2025-08-02,19:37:12,Drinks,International,Yes,69,39,39.96,513.52
Samar's Pan Shop,2025-07-29,22:52:36,Cigarettes,International,Yes,97,55,54.49,1138.92
Faras's Pan Shop,2025-07-17,23:40:20,Chewing Gum,International,Yes,70,2,15.03,8.05
Nathaniel's Pan Shop,2025-08-02,18:24:41,Lighters,Local,Yes,97,44,40.77,391.23
Rushil's Pan Shop,2025-07-15,16:17:04,Cigarettes,International,Yes,53,4,53.28,61.55
Kiaan's Pan Shop,2025-08-03,12:04:34,Chewing Gum,Domestic,Yes,84,50,23.01,153.13
Rachit's Pan Shop,2025-07-26,17:34:40,Peanuts,Local,No,42,10,40.41,150.19
Rehaan's Pan Shop,2025-07-14,12:26:08,Peanuts,Local,No,6,3,4.34,2.19
Nathaniel's Pan Shop,2025-07-18,07:26:48,Chewing Gum,Domestic,Yes,65,25,15.67,117.47
Nandini's Pan Shop,2025-07-23,11:52:06,Biscuits,International,Yes,7,6,19.43,39.03
Advaith's Pan Shop,2025-07-26,08:26:40,Biscuits,International,Yes,62,38,18.22,147.37
Jeremiah's Pan Shop,2025-07-13,08:10:54,Chips,Domestic,Yes,94,29,23.91,219.85
Ganga's Pan Shop,2025-08-03,02:33:57,Match Boxes,Local,No,22,2,17.82,3.61
Bakhshi's Pan Shop,2025-07-29,05:07:38,Jelly,Local,No,62,3,24.78,20.18
Kashvi's Pan Shop,2025-07-23,08:25:24,Drinks,International,Yes,45,40,29.42,356.47
Faras's Pan Shop,2025-08-05,16:06:12,Soanpapdi,Local,No,84,11,33.8,52.7
Kamya's Pan Shop,2025-07-24,11:17:23,Sweets,Local,No,35,31,30.67,109.58
Sara's Pan Shop,2025-08-02,19:49:20,Biscuits,International,Yes,17,10,8.69,26.87
Ekalinga's Pan Shop,2025-08-01,16:14:48,Soanpapdi,Local,No,41,22,13.78,120.91
Xiti's Pan Shop,2025-08-04,03:26:28,Chocolates,International,Yes,92,25,25.88,119.06
Samarth's Pan Shop,2025-07-19,01:59:25,Chewing Gum,International,Yes,46,19,33.07,143.15
Isaac's Pan Shop,2025-08-05,09:11:11,Biscuits,International,Yes,31,25,39.46,241.08
Ati's Pan Shop,2025-07-29,08:51:23,Soda,International,Yes,44,26,8.8,86.67
Harish's Pan Shop,2025-07-23,14:29:02,Biscuits,Domestic,Yes,62,55,46.07,500.46
Nathaniel's Pan Shop,2025-08-07,02:16:39,Peanuts,Local,No,60,7,2.2,6.11
Jhalak's Pan Shop,2025-08-02,01:03:52,Chips,International,Yes,8,2,34.3,7.78
Jairaj's Pan Shop,2025-07-13,20:48:32,Soda,International,Yes,60,59,10.01,142.75
Bimala's Pan Shop,2025-07-29,13:43:47,Jelly,Local,No,74,50,17.9,122.66
Ojasvi's Pan Shop,2025-08-03,12:58:26,Chips,International,Yes,73,10,33.8,49.61
Leela's Pan Shop,2025-07-26,23:08:20,Drinks,Domestic,Yes,95,79,25.43,620.99
Bakhshi's Pan Shop,2025-07-13,05:38:45,Soda,Domestic,Yes,27,23,49.0,220.78
Victor's Pan Shop,2025-07-21,10:57:39,Mysorepak,Local,No,32,26,43.44,432.04
Udarsh's Pan Shop,2025-08-04,08:02:36,Match Boxes,Local,No,6,3,18.73,6.24
Advika's Pan Shop,2025-07-31,03:28:48,Match Boxes,Local,No,10,6,59.02,52.0
Damini's Pan Shop,2025-07-25,08:55:42,Cigarettes,Domestic,Yes,12,11,41.75,75.85
Falan's Pan Shop,2025-08-05,05:16:11,Jelly,Local,No,85,22,35.82,108.02
Isaac's Pan Shop,2025-07-22,03:46:01,Match Boxes,Local,No,22,21,56.29,279.8
Vedhika's Pan Shop,2025-08-03,22:41:47,Match Boxes,Local,No,8,7,55.27,39.06
Jeevika's Pan Shop,2025-07-31,19:13:28,Drinks,Domestic,Yes,28,15,16.68,46.09
Rushil's Pan Shop,2025-08-02,20:26:10,Peanuts,Local,No,25,14,9.72,43.34
Samesh's Pan Shop,2025-08-07,03:09:56,Drinks,Domestic,Yes,29,29,6.21,49.74
Mahika's Pan Shop,2025-08-05,03:22:58,Peanuts,Local,No,73,34,55.45,473.52
Quincy's Pan Shop,2025-07-31,10:01:40,Match Boxes,Local,No,44,32,59.42,744.46
Quincy's Pan Shop,2025-07-22,06:57:46,Soanpapdi,Local,No,47,43,37.53,473.61
Edhitha's Pan Shop,2025-08-08,19:25:04,Chips,International,Yes,34,21,42.78,92.33
Ekaja's Pan Shop,2025-07-26,01:42:09,Mysorepak,Local,No,88,71,29.26,592.19
Ridhi's Pan Shop,2025-08-04,06:37:19,Peanuts,Local,No,18,7,23.13,53.88
Chatresh's Pan Shop,2025-08-09,03:18:03,Chocolates,International,Yes,99,97,29.81,1066.44
Ganga's Pan Shop,2025-08-06,08:28:46,Chips,Domestic,Yes,8,1,21.38,3.52
Jagrati's Pan Shop,2025-07-30,18:35:48,Jelly,Local,No,31,16,38.13,77.84
Owen's Pan Shop,2025-07-14,03:58:39,Chewing Gum,International,Yes,68,13,16.55,85.75
Faqid's Pan Shop,2025-08-02,02:16:59,Mysorepak,Local,No,50,16,39.08,121.27
Banjeet's Pan Shop,2025-07-17,06:21:22,Match Boxes,Local,No,70,65,28.03,268.99
Orinder's Pan Shop,2025-07-20,07:10:32,Match Boxes,Local,No,71,2,19.27,7.09
Umang's Pan Shop,2025-08-08,18:01:42,Sweets,Local,No,79,16,12.25,67.13
Onkar's Pan Shop,2025-07-16,02:44:29,Biscuits,International,Yes,48,41,7.01,99.12
Matthew's Pan Shop,2025-07-29,00:54:32,Peanuts,Local,No,20,3,18.17,12.58
Neha's Pan Shop,2025-07-12,00:17:19,Cigarettes,Domestic,Yes,31,24,38.65,365.23
Luke's Pan Shop,2025-08-02,00:23:47,Soda,Domestic,Yes,76,28,47.41,388.18
Sanya's Pan Shop,2025-08-04,01:06:34,Match Boxes,Local,No,57,18,26.74,56.09
Ikshita's Pan Shop,2025-07-21,21:17:04,Soanpapdi,Local,No,14,10,34.63,115.54
Falguni's Pan Shop,2025-07-17,00:27:11,Sweets,Local,No,6,2,11.34,4.44
Pallavi's Pan Shop,2025-07-30,03:45:00,Chips,International,Yes,33,31,14.64,172.92
Amruta's Pan Shop,2025-07-17,02:39:56,Cigarettes,Domestic,Yes,66,34,30.9,340.53
Daksh's Pan Shop,2025-08-09,05:12:56,Drinks,International,Yes,40,37,31.18,411.98
Warhi's Pan Shop,2025-07-31,13:56:54,Sweets,Local,No,66,1,51.27,19.43
Qabil's Pan Shop,2025-07-12,07:00:11,Peanuts,Local,No,12,8,8.47,23.17
Nilima's Pan Shop,2025-07-15,17:41:08,Mysorepak,Local,No,77,35,33.28,294.99
Samar's Pan Shop,2025-07-26,22:18:56,Lighters,Local,Yes,22,5,28.16,49.38
Chameli's Pan Shop,2025-08-09,20:40:58,Chips,International,Yes,11,5,58.05,56.56
Michael's Pan Shop,2025-07-23,08:29:03,Chewing Gum,Domestic,Yes,58,7,7.64,14.16
Banjeet's Pan Shop,2025-08-08,05:20:16,Biscuits,Domestic,Yes,17,17,7.96,27.99
Yashoda's Pan Shop,2025-07-14,00:25:51,Mysorepak,Local,No,82,3,16.46,10.97
Ekalinga's Pan Shop,2025-07-18,03:45:36,Sweets,Local,No,89,65,8.36,77.63
Charita's Pan Shop,2025-08-09,15:36:54,Match Boxes,Local,No,76,35,55.97,503.71
Nandini's Pan Shop,2025-07-29,07:50:56,Mysorepak,Local,No,74,41,11.65,154.52
Bahadurjit's Pan Shop,2025-07-30,12:44:04,Soda,Domestic,Yes,50,49,48.5,436.99
Hredhaan's Pan Shop,2025-07-23,14:10:16,Chewing Gum,Domestic,Yes,32,29,9.73,39.7
Ridhi's Pan Shop,2025-08-07,21:13:16,Chocolates,Domestic,Yes,55,16,30.12,80.53
Rehaan's Pan Shop,2025-07-18,12:56:57,Chips,International,Yes,59,4,17.37,7.56
Harrison's Pan Shop,2025-07-11,02:59:56,Mysorepak,Local,No,51,35,20.0,116.17
Tanmayi's Pan Shop,2025-08-07,03:50:39,Chips,Domestic,Yes,70,18,19.02,95.27
Quincy's Pan Shop,2025-07-24,17:08:40,Chewing Gum,International,Yes,5,1,20.28,2.97
Zehaan's Pan Shop,2025-07-15,21:37:15,Soanpapdi,Local,No,51,33,43.12,340.19
Ridhi's Pan Shop,2025-08-06,21:10:15,Soanpapdi,Local,No,8,3,7.28,8.64
Chanchal's Pan Shop,2025-08-03,00:40:13,Drinks,International,Yes,16,7,45.29,115.84
Harish's Pan Shop,2025-07-16,19:52:23,Peanuts,Local,No,88,8,4.97,6.73
Advika's Pan Shop,2025-08-07,01:39:54,Chocolates,International,Yes,81,42,46.23,343.96
Chameli's Pan Shop,2025-07-11,01:31:56,Lighters,Local,Yes,38,10,38.5,100.73
Aarna's Pan Shop,2025-08-01,06:59:28,Lighters,Local,Yes,13,1,20.41,6.43
Bhavna's Pan Shop,2025-07-13,09:04:55,Chocolates,Domestic,Yes,36,10,57.18,202.87
Yashica's Pan Shop,2025-07-24,21:59:42,Biscuits,International,Yes,16,5,4.97,4.92
Vaishnavi's Pan Shop,2025-08-02,23:05:17,Match Boxes,Local,No,79,29,16.07,94.16
Sanya's Pan Shop,2025-07-26,01:38:59,Chocolates,International,Yes,39,27,32.17,139.94
Falan's Pan Shop,2025-08-07,19:12:09,Soanpapdi,Local,No,73,58,21.99,447.69
Yagnesh's Pan Shop,2025-08-02,18:28:56,Chips,International,Yes,42,3,34.55,16.1
Lekha's Pan Shop,2025-07-18,19:34:20,Peanuts,Local,No,76,18,52.24,259.57
Yamini's Pan Shop,2025-07-28,08:37:43,Lighters,Local,Yes,94,24,58.56,555.11
Gaurangi's Pan Shop,2025-07-20,20:50:58,Match Boxes,Local,No,91,6,54.86,93.87
Banjeet's Pan Shop,2025-07-22,10:40:16,Jelly,Local,No,11,9,28.74,86.37
Bhavna's Pan Shop,2025-08-02,19:39:03,Drinks,International,Yes,29,15,37.69,81.21
Rushil's Pan Shop,2025-07-11,01:02:54,Sweets,Local,No,17,2,18.29,14.18
Barkha's Pan Shop,2025-07-26,08:24:15,Drinks,Domestic,Yes,92,87,34.74,810.79
Yashoda's Pan Shop,2025-07-17,20:33:48,Drinks,Domestic,Yes,94,7,56.61,143.32
Atharv's Pan Shop,2025-07-26,12:41:55,Sweets,Local,No,73,30,15.76,106.03
Viraj's Pan Shop,2025-07-31,06:38:06,Match Boxes,Local,No,27,15,24.79,112.45
Warhi's Pan Shop,2025-07-20,13:36:14,Lighters,Local,Yes,90,6,29.77,55.32
Raagini's Pan Shop,2025-07-23,12:35:24,Sweets,Local,No,5,2,4.7,1.74
Siddharth's Pan Shop,2025-07-13,22:44:29,Sweets,Local,No,10,10,37.49,85.74
Yochana's Pan Shop,2025-08-04,17:13:19,Chewing Gum,Domestic,Yes,40,6,6.96,9.37
Jeremiah's Pan Shop,2025-07-17,05:19:28,Biscuits,Domestic,Yes,18,16,21.06,47.49
Ojasvi's Pan Shop,2025-07-23,12:21:25,Soanpapdi,Local,No,16,7,46.46,110.18
Tamanna's Pan Shop,2025-08-06,19:10:32,Soanpapdi,Local,No,46,32,57.4,270.85
Robert's Pan Shop,2025-08-09,01:40:01,Match Boxes,Local,No,5,2,52.77,24.31
Janya's Pan Shop,2025-07-22,06:36:42,Sweets,Local,No,26,25,53.56,488.27
Jairaj's Pan Shop,2025-08-05,09:40:17,Chewing Gum,Domestic,Yes,91,29,22.78,68.44
Falan's Pan Shop,2025-07-30,07:09:32,Peanuts,Local,No,12,2,27.16,8.7
Frado's Pan Shop,2025-08-03,04:58:16,Sweets,Local,No,83,11,2.98,9.69
Tripti's Pan Shop,2025-07-21,08:43:53,Jelly,Local,No,57,47,10.99,124.21
Ojasvi's Pan Shop,2025-07-19,03:37:22,Sweets,Local,No,94,71,46.23,752.86
Amruta's Pan Shop,2025-07-12,15:25:54,Biscuits,Domestic,Yes,79,66,11.91,130.02
Yashica's Pan Shop,2025-08-01,17:15:27,Chips,International,Yes,55,36,9.95,141.46
Ikbal's Pan Shop,2025-07-31,14:15:35,Cigarettes,International,Yes,36,23,19.76,46.56
Sara's Pan Shop,2025-08-05,09:15:36,Lighters,Local,Yes,94,30,8.87,63.11
Tejas's Pan Shop,2025-08-05,14:38:51,Match Boxes,Local,No,66,30,15.63,75.08
Jackson's Pan Shop,2025-07-16,20:20:08,Chewing Gum,International,Yes,54,26,12.05,79.43
Henry's Pan Shop,2025-07-15,00:52:35,Peanuts,Local,No,74,69,12.23,276.54
Hredhaan's Pan Shop,2025-07-14,15:38:58,Cigarettes,International,Yes,52,1,40.62,5.59
Frederick's Pan Shop,2025-07-29,14:00:58,Soanpapdi,Local,No,34,17,4.45,14.38
Jackson's Pan Shop,2025-08-05,13:04:12,Biscuits,Domestic,Yes,94,69,30.0,225.51
Radhika's Pan Shop,2025-07-30,08:36:52,Sweets,Local,No,87,47,40.72,564.23
Kamya's Pan Shop,2025-07-21,12:15:37,Cigarettes,International,Yes,19,2,9.48,6.67
Leena's Pan Shop,2025-08-08,22:31:35,Mysorepak,Local,No,14,6,31.49,46.16
Chatresh's Pan Shop,2025-07-14,18:26:00,Peanuts,Local,No,42,18,4.55,23.58
Chameli's Pan Shop,2025-07-24,07:58:50,Jelly,Local,No,41,30,5.0,22.97
Advika's Pan Shop,2025-07-28,18:53:46,Chocolates,International,Yes,81,53,3.58,39.91
Turvi's Pan Shop,2025-08-03,11:55:20,Soanpapdi,Local,No,86,49,52.94,871.01
Wakeeta's Pan Shop,2025-07-25,01:39:43,Chewing Gum,International,Yes,31,25,30.82,129.18
Sanaya's Pan Shop,2025-08-01,21:01:09,Peanuts,Local,No,23,23,24.06,144.5
Eesha's Pan Shop,2025-07-26,15:01:20,Chips,Domestic,Yes,69,9,19.27,53.17
Rachana's Pan Shop,2025-07-13,19:54:30,Chocolates,International,Yes,19,10,32.99,37.48
Lavanya's Pan Shop,2025-07-12,16:51:15,Drinks,International,Yes,64,36,59.45,358.97
Advika's Pan Shop,2025-08-04,22:42:44,Peanuts,Local,No,62,7,7.67,17.08
Victor's Pan Shop,2025-07-25,02:32:53,Chips,International,Yes,63,18,55.37,132.28
Tamanna's Pan Shop,2025-07-19,11:24:33,Jelly,Local,No,52,19,44.18,128.09
Anmol's Pan Shop,2025-08-08,18:06:01,Drinks,Domestic,Yes,30,13,41.79,72.83
Radhika's Pan Shop,2025-08-03,02:12:34,Cigarettes,International,Yes,99,89,15.98,563.67
Wyatt's Pan Shop,2025-07-18,09:35:17,Biscuits,Domestic,Yes,62,44,2.94,33.63
Triveni's Pan Shop,2025-08-02,03:13:56,Biscuits,International,Yes,7,7,3.47,2.47
Yashica's Pan Shop,2025-07-24,21:01:14,Peanuts,Local,No,53,14,18.38,74.82
Chatresh's Pan Shop,2025-08-03,14:39:37,Drinks,Domestic,Yes,40,13,31.36,83.74
Daksh's Pan Shop,2025-08-04,17:18:44,Chips,Domestic,Yes,42,27,40.78,146.26
Mahika's Pan Shop,2025-07-29,09:22:54,Peanuts,Local,No,11,10,40.37,154.13
Ekanta's Pan Shop,2025-07-20,16:15:26,Peanuts,Local,No,48,18,45.81,232.2
Aarini's Pan Shop,2025-07-31,14:37:02,Chewing Gum,Domestic,Yes,6,6,3.29,6.9
Indira's Pan Shop,2025-07-16,00:02:53,Jelly,Local,No,5,1,55.74,6.91
Abdul's Pan Shop,2025-08-06,18:40:20,Lighters,Local,Yes,98,89,59.32,1036.35
Bimala's Pan Shop,2025-07-22,16:59:06,Mysorepak,Local,No,14,13,13.14,31.41
Raagini's Pan Shop,2025-07-23,19:31:43,Drinks,International,Yes,93,68,20.6,420.15
Vrinda's Pan Shop,2025-07-17,19:40:16,Biscuits,Domestic,Yes,83,83,2.79,48.74
Tamanna's Pan Shop,2025-07-27,14:53:18,Lighters,Local,Yes,52,38,47.18,667.51
Ekbal's Pan Shop,2025-07-25,21:59:58,Biscuits,Domestic,Yes,46,4,48.87,48.36
Viraj's Pan Shop,2025-08-01,12:52:17,Lighters,Local,Yes,9,5,46.57,64.68
Eesha's Pan Shop,2025-07-30,09:35:50,Cigarettes,International,Yes,76,59,11.42,267.2
Yashica's Pan Shop,2025-07-31,07:10:35,Soda,International,Yes,63,63,57.48,592.02
Jeevika's Pan Shop,2025-07-17,11:37:38,Mysorepak,Local,No,88,33,45.48,552.95
Janya's Pan Shop,2025-08-01,09:51:47,Jelly,Local,No,16,2,12.9,8.11
Manya's Pan Shop,2025-07-30,00:07:34,Chewing Gum,International,Yes,84,24,23.78,156.17
Orinder's Pan Shop,2025-07-20,08:03:15,Chewing Gum,International,Yes,21,21,11.69,33.64
Abdul's Pan Shop,2025-07-15,16:47:18,Lighters,Local,Yes,56,1,23.34,7.26
Viraj's Pan Shop,2025-07-24,04:59:19,Chocolates,International,Yes,46,18,44.91,165.7
Balhaar's Pan Shop,2025-07-20,21:21:57,Biscuits,International,Yes,12,10,51.53,119.64
Damyanti's Pan Shop,2025-07-13,15:03:51,Cigarettes,Domestic,Yes,44,6,13.05,27.2
Eesha's Pan Shop,2025-07-12,01:24:45,Mysorepak,Local,No,14,1,47.64,16.59
Mekhala's Pan Shop,2025-07-23,02:57:11,Chips,International,Yes,59,20,50.1,230.11
Pallavi's Pan Shop,2025-07-27,00:55:42,Match Boxes,Local,No,68,36,42.86,197.56
Damini's Pan Shop,2025-08-06,07:40:45,Jelly,Local,No,38,12,43.2,174.67
Harrison's Pan Shop,2025-08-08,01:30:20,Mysorepak,Local,No,33,27,47.42,238.54
Madhavi's Pan Shop,2025-07-27,07:03:28,Cigarettes,International,Yes,92,18,7.63,46.06
Gayathri's Pan Shop,2025-07-20,01:47:37,Match Boxes,Local,No,22,13,37.71,108.42
Robert's Pan Shop,2025-08-08,18:39:27,Sweets,Local,No,67,17,46.81,128.79
Ekavir's Pan Shop,2025-07-22,11:40:05,Soanpapdi,Local,No,88,50,48.08,384.84
Sanya's Pan Shop,2025-08-04,18:06:04,Drinks,International,Yes,72,37,47.25,367.4
Urvashi's Pan Shop,2025-07-17,12:25:15,Peanuts,Local,No,18,16,57.53,340.46
Owen's Pan Shop,2025-07-21,04:50:00,Drinks,Domestic,Yes,6,6,19.09,44.42
Ekalinga's Pan Shop,2025-07-26,06:18:57,Chips,International,Yes,27,17,38.12,132.93
Chanchal's Pan Shop,2025-08-07,02:49:12,Soanpapdi,Local,No,80,30,19.11,64.88
Lekha's Pan Shop,2025-07-25,01:56:59,Chewing Gum,Domestic,Yes,63,17,33.54,173.67
Abdul's Pan Shop,2025-08-01,02:29:40,Chocolates,International,Yes,84,40,11.31,48.59
Amara's Pan Shop,2025-08-09,04:29:28,Biscuits,International,Yes,97,58,23.38,331.85
Jai's Pan Shop,2025-07-26,22:35:53,Jelly,Local,No,18,5,54.06,95.88
Isaac's Pan Shop,2025-07-31,06:52:17,Sweets,Local,No,85,74,54.92,1060.07
Amara's Pan Shop,2025-07-19,08:21:49,Cigarettes,International,Yes,66,47,28.25,509.81
Jackson's Pan Shop,2025-08-05,04:53:49,Mysorepak,Local,No,49,47,8.07,45.58
Kamya's Pan Shop,2025-07-25,21:04:14,Biscuits,International,Yes,24,17,51.97,238.55
Onveer's Pan Shop,2025-07-27,07:53:47,Chewing Gum,Domestic,Yes,15,9,55.31,116.37
Hemani's Pan Shop,2025-07-20,00:32:16,Cigarettes,Domestic,Yes,79,55,25.2,343.52
Xavier's Pan Shop,2025-08-08,23:41:08,Cigarettes,International,Yes,68,60,3.21,38.19
Viraj's Pan Shop,2025-07-11,18:34:52,Biscuits,International,Yes,12,9,36.47,80.31
Sanya's Pan Shop,2025-08-05,00:03:19,Soda,Domestic,Yes,41,6,16.38,20.1
Joshua's Pan Shop,2025-07-15,21:07:46,Soda,Domestic,Yes,73,57,26.69,267.46
Orinder's Pan Shop,2025-07-30,17:16:42,Soda,International,Yes,47,24,31.57,220.32
Radhika's Pan Shop,2025-07-23,16:02:31,Jelly,Local,No,32,7,47.23,43.49
Upkaar's Pan Shop,2025-07-22,04:35:08,Soda,Domestic,Yes,48,38,48.07,368.66
Gayathri's Pan Shop,2025-07-28,23:13:57,Match Boxes,Local,No,27,27,15.58,118.21
Advika's Pan Shop,2025-08-03,19:12:30,Peanuts,Local,No,89,30,40.23,183.94
Aradhana's Pan Shop,2025-08-04,22:20:30,Peanuts,Local,No,7,1,17.92,2.51
Michael's Pan Shop,2025-07-27,02:06:30,Cigarettes,Domestic,Yes,27,24,52.86,135.48
Ganga's Pan Shop,2025-08-06,18:57:50,Sweets,Local,No,40,15,41.89,211.12
Umang's Pan Shop,2025-07-25,09:47:09,Drinks,Domestic,Yes,21,11,14.48,17.94
Ayushman's Pan Shop,2025-08-07,06:07:43,Peanuts,Local,No,79,51,42.63,761.55
Rehaan's Pan Shop,2025-08-02,03:57:55,Drinks,International,Yes,9,6,10.23,24.08
Bimala's Pan Shop,2025-07-20,05:20:02,Lighters,Local,Yes,35,33,17.36,182.36
Ekaja's Pan Shop,2025-08-06,18:28:03,Sweets,Local,No,82,23,3.28,14.37
Hemani's Pan Shop,2025-07-21,04:33:58,Chewing Gum,Domestic,Yes,85,44,21.04,366.31
Ranveer's Pan Shop,2025-07-27,01:06:13,Sweets,Local,No,7,7,54.21,110.19
Nathan's Pan Shop,2025-08-01,23:34:26,Lighters,Local,Yes,48,37,27.88,285.39
Nathaniel's Pan Shop,2025-07-25,06:41:19,Jelly,Local,No,74,47,14.09,100.52
Neha's Pan Shop,2025-07-13,18:13:12,Cigarettes,Domestic,Yes,11,10,37.37,58.18
Ganga's Pan Shop,2025-07-21,12:16:00,Lighters,Local,Yes,63,53,31.18,209.07
Mitali's Pan Shop,2025-08-01,03:23:45,Cigarettes,International,Yes,58,24,40.37,376.85
Dalbir's Pan Shop,2025-07-22,13:12:09,Biscuits,International,Yes,47,4,48.13,49.96
Anirudh's Pan Shop,2025-08-08,19:26:18,Peanuts,Local,No,92,34,9.21,42.82
Jonathan's Pan Shop,2025-07-21,17:09:43,Jelly,Local,No,25,20,54.84,364.51
Qabil's Pan Shop,2025-07-21,03:15:04,Peanuts,Local,No,24,20,22.08,123.59
Orinder's Pan Shop,2025-07-12,05:16:40,Match Boxes,Local,No,40,31,27.41,138.8
Abha's Pan Shop,2025-07-25,10:02:59,Cigarettes,International,Yes,8,3,57.7,18.94
Jairaj's Pan Shop,2025-07-19,22:22:40,Chips,Domestic,Yes,16,10,40.03,152.72
Zarna's Pan Shop,2025-08-05,07:03:36,Mysorepak,Local,No,63,18,12.02,46.2
Agastya's Pan Shop,2025-07-27,16:49:42,Cigarettes,International,Yes,30,30,48.61,380.2
Samar's Pan Shop,2025-07-17,22:32:23,Mysorepak,Local,No,66,15,3.57,11.98
Siya's Pan Shop,2025-08-03,23:58:15,Cigarettes,Domestic,Yes,25,16,23.19,68.57
Rehaan's Pan Shop,2025-07-27,20:29:17,Lighters,Local,Yes,48,10,3.42,7.85
Robert's Pan Shop,2025-08-01,03:13:25,Cigarettes,Domestic,Yes,64,50,17.5,261.86
Jonathan's Pan Shop,2025-07-25,00:31:18,Chips,Domestic,Yes,15,11,59.15,197.87
Upma's Pan Shop,2025-07-14,03:25:45,Chips,International,Yes,64,49,27.48,141.88
Upma's Pan Shop,2025-07-11,16:16:51,Drinks,Domestic,Yes,67,16,46.05,291.68
Saksham's Pan Shop,2025-07-27,15:23:44,Sweets,Local,No,49,6,39.99,65.87
Janya's Pan Shop,2025-07-17,16:24:14,Jelly,Local,No,14,3,9.99,8.72
Tanmayi's Pan Shop,2025-07-28,23:33:02,Jelly,Local,No,99,20,33.53,213.99
Samesh's Pan Shop,2025-07-11,19:01:07,Chewing Gum,Domestic,Yes,58,16,59.69,148.1
Upkaar's Pan Shop,2025-07-30,04:19:56,Jelly,Local,No,60,32,2.64,17.65
Nathaniel's Pan Shop,2025-07-18,04:10:41,Biscuits,Domestic,Yes,26,22,32.17,120.28
Isaac's Pan Shop,2025-07-28,23:24:41,Jelly,Local,No,20,11,50.82,110.39
Adweta's Pan Shop,2025-07-20,06:34:12,Soanpapdi,Local,No,13,9,8.75,14.65
Chaaya's Pan Shop,2025-07-28,09:21:33,Lighters,Local,Yes,94,89,49.02,786.49
Jhalak's Pan Shop,2025-07-18,03:48:34,Match Boxes,Local,No,83,17,26.78,156.62
Tanvi's Pan Shop,2025-07-27,16:59:30,Biscuits,Domestic,Yes,27,11,5.92,12.53
Kiaan's Pan Shop,2025-07-25,09:02:01,Soanpapdi,Local,No,47,24,54.67,203.71
Sarthak's Pan Shop,2025-07-18,03:52:54,Sweets,Local,No,87,7,2.69,2.86
Aarush's Pan Shop,2025-08-08,05:56:21,Match Boxes,Local,No,75,48,53.68,590.31
Guneet's Pan Shop,2025-07-19,14:07:37,Jelly,Local,No,16,6,54.92,39.38
Jhalak's Pan Shop,2025-07-24,18:52:22,Soda,Domestic,Yes,15,3,44.69,24.25
Vidhi's Pan Shop,2025-08-01,06:38:12,Chocolates,International,Yes,21,2,38.56,14.59
Rehaan's Pan Shop,2025-08-09,05:26:32,Biscuits,International,Yes,85,33,30.5,206.23
Guneet's Pan Shop,2025-07-20,02:40:25,Drinks,International,Yes,32,27,2.86,28.83
Rushil's Pan Shop,2025-08-06,17:42:03,Chips,International,Yes,8,4,2.65,4.16
Avni's Pan Shop,2025-07-16,23:23:43,Cigarettes,Domestic,Yes,57,7,11.97,14.96
Frado's Pan Shop,2025-08-04,01:54:28,Chewing Gum,International,Yes,60,46,14.92,79.56
Zilmil's Pan Shop,2025-07-26,15:16:43,Sweets,Local,No,54,18,15.0,30.26
Eesha's Pan Shop,2025-07-27,09:45:29,Peanuts,Local,No,38,1,18.13,2.72
Viraj's Pan Shop,2025-07-18,21:25:18,Drinks,Domestic,Yes,45,9,32.34,95.91
Kiaan's Pan Shop,2025-07-11,12:16:37,Biscuits,International,Yes,33,24,24.68,212.73
Nathan's Pan Shop,2025-07-18,09:58:56,Soanpapdi,Local,No,44,5,35.32,45.85
Amruta's Pan Shop,2025-07-12,12:29:37,Chocolates,Domestic,Yes,62,34,7.0,43.48
Owen's Pan Shop,2025-07-12,17:14:46,Jelly,Local,No,63,12,51.59,91.73
